mid,author,aid,title,created,length,pic,view,danmaku,reply,like,coin,favorite
433351,EdmundDZhang,2982361,【老E】有趣的游戏BUG合集04,1443656521,05:56,//i2.hdslb.com/bfs/archive/cd2e18e9d3f58d691aeee8e290e516551630f261.jpg,1685395,17109,1956,987,10385,15720
122879,敖厂长,41026438,【敖厂长】美女手机壳竟然暗藏机关,1547790581,05:07,//i0.hdslb.com/bfs/archive/e4a7334d997c6c87c57baf0fa5edafbdaed87920.jpg,1996552,7975,3120,71691,62749,14209
375375,伊丽莎白鼠,819706,【翻拍鬼畜素材】校园微电影《杰哥不要》（2P彩蛋）,1383388711,11:26,//i1.hdslb.com/bfs/archive/c06d62dad7fd0f2efee42bb8afefa9bad1a1a342.jpg,168582,5234,729,646,742,1661
1643718,山下智博,3277259,【绅士大概一分钟】③某蝗虫汁拌饭,1448407961,04:19,//i0.hdslb.com/bfs/archive/3b76d7cfd5581937cdb1f7dbe39684a1f952b180.jpg,286562,5032,722,52,366,380
927587,木鱼水心,13123889,【木鱼微剧场】《葫芦兄弟》,1502202304,12:10,//i1.hdslb.com/bfs/archive/dc0c08309d530a5523f682b1283cd2c640831bfc.jpg,341781,6095,2984,581,5415,1360
123938419,嘻咦啊看,16810235,【阅后即瞎】这首歌不但刺耳还扎眼睛,1512058847,03:23,//i0.hdslb.com/bfs/archive/696479dac3a27b3fbd405f5fcfbbf72f7790fab3.jpg,1763375,8287,5470,25808,130747,27176
808171,吃素的狮子,11043156,不用再防！黄沙之中的硬核手机广告！,1496678412,07:23,//i2.hdslb.com/bfs/archive/708a3d984f010cd9fa550efc5904dd60e9cafed2.jpg,82041,1980,1100,232,1962,791
7349,STN工作室,754166,有看点：老板，提莫多少钱一斤？,1378777278,09:34,//i0.hdslb.com/bfs/archive/fdd025f53b5be34741afa035453de13bc7564a36.png,278622,2635,293,50,1306,1282
562197,中国BOY超级大猩猩,17646351,Among the Sleep#2丨切 这游戏一点都不吓人嘛！,1514284113,18:36,//i2.hdslb.com/bfs/archive/015874ac84e2c3b7f2c9c3fd9cfd0afae673b60c.jpg,322233,5566,1331,4280,3388,1246
168598,逍遥散人,43516059,【散人】deltarune三角符文 第一章（完结含隐藏boss）,1550125560,215:14,//i2.hdslb.com/bfs/archive/ff90ebc5b2306da6e95844a2292d36ffff008f41.jpg,870476,22282,3315,23235,22756,15139
168598,逍遥散人,6095448,【散人&普通人】疯狂小兔子的奇妙冒险,1472611048,48:45,//i1.hdslb.com/bfs/archive/e36d176f608246c223b9e8c3641d4008ff962117.jpg,438067,14556,2780,937,8263,4351
927587,木鱼水心,4883008,【木鱼微剧场】X战警系列前传《X战警：第一战》,1465200156,06:40,//i1.hdslb.com/bfs/archive/b40e35a05b051a22818a09ec1fb669e564c24c04.jpg,175153,589,178,240,694,1054
1643718,山下智博,3605051,【绅士大概一分钟】①上大学去寻找二次元吧！,1453047808,03:02,//i2.hdslb.com/bfs/archive/fad34eb61bc260efffdc7954809d7625fe58bfa0.jpg,297175,5482,1130,64,1667,842
927587,木鱼水心,15876863,【木鱼微剧场】《雷神2：黑暗世界》漫威电影系列,1509371372,12:50,//i2.hdslb.com/bfs/archive/2f4a93f570837039fd8bbab5c9175c739b0ec24f.jpg,531804,3054,1080,2078,4833,2114
122879,敖厂长,279049,厂长竟遭查水表！,1338711644,09:42,//i2.hdslb.com/bfs/archive/c33462c108571496edc513ca11520319ee809522.jpg,604481,15742,423,278,328,700
562197,中国BOY超级大猩猩,18924335,The Dummy Experiment丨玩到说不出来人话,1517309647,08:43,//i2.hdslb.com/bfs/archive/68adc942dfc18319ed855f2afb7b579db9e68266.jpg,473216,5158,3240,6057,4838,1201
32786875,信誓蛋蛋,30671813,美国人真的用星巴克咖啡煮泡面吗？,1535592632,10:04,//i0.hdslb.com/bfs/archive/9b1ca42e8ab2071e56266d0d33bf97400b1c0e55.jpg,1863298,25918,4683,101794,80817,7711
7349,STN工作室,28623782,【由玩家说03】-鸦-karas，独臂的战神,1533486671,09:12,//i1.hdslb.com/bfs/archive/a338e33a3134c7813ae35127856dbbdfa03f3b1f.jpg,162828,1213,987,6381,8659,2343
43536,黑桐谷歌,999963,黑桐谷歌【丧尸围城3】地毯式娱乐实况 07,1394267416,60:28,//i2.hdslb.com/bfs/archive/028e973e3fd50e4631b6e3b86a316e88a9e69cc5.jpg,79786,2860,134,11,98,355
43536,黑桐谷歌,999960,黑桐谷歌【丧尸围城3】地毯式娱乐实况 06,1394267368,55:41,//i1.hdslb.com/bfs/archive/ea9f3e746579cbf2706084396ed990487d77b3d3.jpg,79399,3222,129,11,92,351
585267,纯黑-克劳狄乌斯,1360387,纯黑《美国末日：重制版》绝地难度攻略解说 第一期,1406910957,60:00,//i0.hdslb.com/bfs/archive/dbe6a1b810662a363492cbd8863d5bd7c612914a.jpg,1430379,64953,2582,3258,11972,9724
433351,EdmundDZhang,8569498,【老E】第一次约会 Part.03,1486883423,35:37,//i2.hdslb.com/bfs/archive/244ed02326d7594386f58db4ec828436ef580cff.jpg,694057,16708,4663,967,21034,7572
123938419,嘻咦啊看,40747125,【嘻咦啊看】除了啃老，你能啃的还有很多,1547473340,16:35,//i0.hdslb.com/bfs/archive/f33b3eb35fd7be4e1487544d780e1ab78db5b95a.jpg,1283414,11048,4855,41658,47550,8841
562197,中国BOY超级大猩猩,3703329,艾米丽想要和你玩（Emily Wants To Play）丨妈妈这里有个变态尾行我！,1454130810,18:49,//i0.hdslb.com/bfs/archive/41fa5c9f26ada181872ffd9625d6a741c25c2515.jpg,99499,8069,723,162,895,752
808171,吃素的狮子,47677645,精子捐献是怎样的体验？,1553916354,08:28,//i0.hdslb.com/bfs/archive/1a639ac4590db86eac1a43a15ddcb9c486b6c48d.jpg,2070873,17323,9882,86388,51937,26371
2403047,嘟督不噶油,2540093,［新秩序］谁才是隐藏在德军中的爆菊高手？！,1436276272,05:34,//i0.hdslb.com/bfs/archive/5d632d2b4def9031e1325f78e17bb0af1f7f25de.jpg,208072,996,120,670,1229,652
585267,纯黑-克劳狄乌斯,48185540,【纯黑】《生化危机2：重制版》初见里昂篇 P4,1554294576,31:04,//i0.hdslb.com/bfs/archive/85f04b173ca235b55bc2c5038ddd212a0e8b0a4f.jpg,256062,2264,1138,11049,4888,1633
4162287,渗透之C君,18711299,【C菌】游戏中最经典的十句台词，你都听过吗？,1516896038,16:27,//i0.hdslb.com/bfs/archive/4952b2c6960d0579914b738bd96bebbd8f6bc74a.jpg,1477054,30065,8162,24041,51040,23571
423895,怕上火暴王老菊,10437308,王老菊的小小梦魇02|手控福利,1494331038,44:41,//i2.hdslb.com/bfs/archive/80fc0071f73015726c94b03f0bcd2982ab8b135d.jpg,307835,9827,1977,206,7744,1294
562197,中国BOY超级大猩猩,34881591,588的电脑能不能玩LOL？499买到的笔记本9年前居然价值接近2w,1540872947,16:53,//i2.hdslb.com/bfs/archive/179fa029191dd6586ce8f10e4d24b6a83ea7ac6f.jpg,1128322,21987,24038,54066,74191,8302
777536,LexBurner,3097094,【LexBurner】超垃圾的续作电影热血高校3,1445482972,09:36,//i0.hdslb.com/bfs/archive/65b7d2fedcf74c2ba2baa5f5e8f1f430d1f157ed.jpg,1078997,12432,2217,1314,2451,2338
946974,影视飓风,10109619,【NAB2017】：国造5K Terra终于来了,1493195004,04:07,//i1.hdslb.com/bfs/archive/9b46db83feb2700ce253c8db8e9167646f57974d.jpg,13985,83,56,5,98,76
808171,吃素的狮子,5309054,【王司徒/葛平】婚介先生,1468337066,03:59,//i2.hdslb.com/bfs/archive/4b07db6d0532e44a888c565dcdf4883b64637608.jpg,652120,14249,3426,1172,33029,30868
63231,泛式,33620016,【泛式】十月新番大吐槽第一弹！这味道.....是黑马的味道！「新番妙妙屋09」,1539254495,10:37,//i1.hdslb.com/bfs/archive/67b9a944327d00f63bc25b821cef7ecf52b830f7.jpg,1499385,9912,2918,51922,84008,36148
546195,老番茄,16188111,给死神打工！（PART1）,1510298168,13:43,//i0.hdslb.com/bfs/archive/dfb8c8d7ac067458b67d90bda069651e7b2bc2a2.jpg,766063,3937,1443,5168,5529,2875
1643718,山下智博,10060450,【绅士一分钟】老美喜欢的纽约美食，亚洲人觉得难吃到吐,1493001090,04:45,//i0.hdslb.com/bfs/archive/d4b9f5e064791c2752b890c27535c1a5172d987b.jpg,296998,3677,1049,72,2275,530
433351,EdmundDZhang,34160693,【老E】这就是你的替身吗！EOEO!,1539945305,12:09,//i1.hdslb.com/bfs/archive/c231377c8ad1225b9823825d209cf5a77abfeb4e.jpg,1019898,6718,1953,29847,48012,11738
2403047,嘟督不噶油,17613619,【嘟督】爸妈不在家才敢玩Animoji……这个UP主疯得没救了……,1514194136,07:58,//i1.hdslb.com/bfs/archive/09e7a795c2a65454e89da8e744ee591805071f2a.jpg,796167,10622,1904,14073,35839,14281
946974,影视飓风,17564492,#VLOG#你有一份来自Tim的圣诞礼物，点击拆开,1514079155,14:42,//i0.hdslb.com/bfs/archive/a6bb5e83c5b037dc3962224a24177450a4134db6.jpg,33767,525,198,277,641,156
808171,吃素的狮子,48267426,二师兄！师父的桃被大师兄偷走啦！,1554379247,03:18,//i1.hdslb.com/bfs/archive/948e57747fa21136cc4b6f958f84b825d01cf0b0.jpg,311844,370,512,10082,3264,1587
433351,EdmundDZhang,2589284,【老E】中国牌皇(Dou Di Zhu of King)的崛起,1437179989,47:18,//i0.hdslb.com/bfs/archive/3d6e664100f4494cf807d8973619692f2a942c8b.jpg,891596,20373,1560,183,1535,1169
1643718,山下智博,2163298,【绅士大概一分钟】不浪费的食物玩法,1427753205,03:16,//i1.hdslb.com/bfs/archive/623c7a45f52bff316a2e50ba2a44442577158871.jpg,553758,3624,384,75,178,932
562197,中国BOY超级大猩猩,1770078,【中国BOY】GTA5大作死之旅,1417608520,22:03,//i1.hdslb.com/bfs/archive/36e88f82c30ce2f74f583c31e71ccdeedca3ecfe.jpg,35176,363,83,130,33,140
585267,纯黑-克劳狄乌斯,1311324,纯黑《看门狗》迅猛式视频攻略解说 第十期 最高难度 中文剧情,1405874710,40:00,//i0.hdslb.com/bfs/archive/83645b9e26484fb66636c0a98deea8827ab242b9.jpg,579050,18133,957,402,2747,3200
174501086,哔哩哔哩会员购,24511295,【人间相遇】来与Radwimps在现场相约吧,1528374306,00:44,//i0.hdslb.com/bfs/archive/8bb617dbde7deddb40a81ea206998035d9ea2e46.jpg,5505,11,82,891,101,63
777536,LexBurner,38092814,2018年最烂的游戏！结局气的人要砸显示屏！,1544715251,13:15,//i0.hdslb.com/bfs/archive/2481d329c7cd5fe60c90e8c4753969ab99a4f087.jpg,1394780,13277,9801,44868,33786,12030
777536,LexBurner,9470683,【Lex】是男人就上60层,1490785288,35:43,//i2.hdslb.com/bfs/archive/8374c233a9b235e0baef0197992c1f376a4c5cf1.jpg,607426,3589,2331,232,3573,779
