mid,author,aid,title,created,length,pic,view,danmaku,reply,like,coin,favorite
122879,敖厂长,278545,厂长打造舌尖上的上古卷轴,1338644831,07:57,//i0.hdslb.com/bfs/archive/070eb97e8b4afabca9280ab0c190b79f4d99afd6.gif,678499,16077,521,725,825,1679
7349,STN工作室,27902390,【屎屎看】周六开黑夜！斗舞挥锄决战宝山之巅,1532775653,12:22,//i2.hdslb.com/bfs/archive/82561841e95c2127cd8f217db519c9c7c711940e.jpg,161730,1122,544,2790,1728,652
777536,LexBurner,10141882,【Lex】震惊！谷哥和度娘居然组了cp！,1493382601,33:53,//i1.hdslb.com/bfs/archive/11988c9ac73f0d556b931f6ca00264ca3184d31a.jpg,832287,9031,3387,319,4769,1162
1643718,山下智博,983087,【山下】日语绅士之道009 “称赞”,1393304325,10:23,//i1.hdslb.com/bfs/archive/35abf4ec06bdbc4caa21f42a9c64c857b86755d5.jpg
10462362,天天卡牌,6979659,守望先锋【午时已到】第17期：风骚大锤一路向北,1478379294,09:27,//i1.hdslb.com/bfs/archive/2726d1fd89d98e0aba682c314712895594ae1529.jpg,639805,2833,863,11,5739,1419
4162287,渗透之C君,5259379,【C菌】妈的如此智障! 那些最奇葩傻缺的游戏集合!【第11期】C菌竟公然调戏女子??,1468032810,18:53,//i0.hdslb.com/bfs/archive/cb68e13c58fa2abd845ef3989c90a9035adf694a.jpg,1433004,42348,5356,2437,53550,9728
1643718,山下智博,9535671,【绅士一分钟】在日本，女孩子迎来第一次的时候，家人居然会吃红豆饭庆祝？！,1491181218,03:16,//i2.hdslb.com/bfs/archive/ac4a77a319751573e66999a2a3503827f9835a81.jpg,690501,3213,1734,702,4118,3260
562197,中国BOY超级大猩猩,3375131,你见过这样带儿子的吗？,1449928923,15:15,//i0.hdslb.com/bfs/archive/4da9fb10656e8daf489b420beaee6e4c623fd69a.jpg,202364,1535,388,421,424,1618
808171,吃素的狮子,48120567,赤身拳击！干翻拳击教练需要几拳？,1554278405,04:43,//i0.hdslb.com/bfs/archive/fcadc12bd36063d6627f1528c869634a68103596.jpg,169938,1814,908,15831,9678,3733
43536,黑桐谷歌,3162141,【巫师/猎魔人/狩魔猎人3】黑桐谷歌视频攻略 39,1446517730,51:14,//i1.hdslb.com/bfs/archive/ae1797be3f0a02d835aa9efec90cff53fe448adb.jpg
1532165,papi酱,4538472,papi酱的明星系列视频——《明撕ing面对面》,1462184092,03:53,//i1.hdslb.com/bfs/archive/bdded088edccd03c571e3ecb2888e7485ca3fa58.jpg,2078170,12790,4192,5027,23037,9557
808171,吃素的狮子,589860,【巨人&LOL&三国杀&全明星】真·进击的巨人（中日英德配）02【金坷垃争夺战】,1370310171,25:34,//i1.hdslb.com/bfs/archive/f7595c89e06d4d2057f8040c1efeb18ddaf20df7.jpg,92710,11540,124,42,519,1480
122879,敖厂长,262185,厂长击爆元首蛋蛋,1336393332,11:28,//i1.hdslb.com/bfs/archive/7a8de91f51555df408e7baa628476dddc3e54694.jpg,767503,22307,812,762,742,3029
946974,影视飓风,15909085,让Tim脸红的她是......,1509470207,12:37,//i1.hdslb.com/bfs/archive/54dab465e5fb38d803f8ddd3045f2999c1284d29.jpg,50395,612,176,247,278,269
808171,吃素的狮子,31703500,【梗百科64】乒乒乓乓！谁是那个不会打球的胖子？飞舞在乒乓球桌上的那些梗！！？,1536922040,08:26,//i0.hdslb.com/bfs/archive/1dba1abace4cbdc1b7cafbcfe4a611d80e6f4a29.jpg,350454,2322,1251,12207,8472,4940
7349,STN工作室,28279197,【屎屎看】人体唢呐挑战美声游戏,1533131017,13:24,//i2.hdslb.com/bfs/archive/47ea0fb5b5e12b348e2696ba1fba37f5bc766821.jpg,138596,1429,469,3030,2069,710
423895,怕上火暴王老菊,12615924,【王老菊教你喜加一】第九期：射爆游戏,1501077245,38:30,//i0.hdslb.com/bfs/archive/37d5e4920ae508e439dd8ba0b17eeaa05a9f0885.jpg,667475,14430,3127,1447,15989,4257
562197,中国BOY超级大猩猩,31850960,这可能是2018目前最搞笑的生存游戏了,1537088675,20:42,//i0.hdslb.com/bfs/archive/0b5701477cd226a3f9fc080751e451532280e7da.jpg,760776,8223,2696,18434,12202,3047
927587,木鱼水心,1654817,【木鱼动画解析@第11期】EVA片段分析,1414259328,18:10,//i0.hdslb.com/bfs/archive/08554f76e4bbb7b10815deb12ae73bedcb65e38f.jpg,29732,484,315,45,559,428
122879,敖厂长,1998886, 【敖厂长】在MC中包二奶,1423889583,27:03,//i0.hdslb.com/bfs/archive/975f4620f4716ec8cf78dedd888a3b0cdbc527c5.jpg,1395511,72040,2199,277,1743,3030
808171,吃素的狮子,3260424,【狮子的绘画课堂3】拯救最美的公主,1448136140,06:40,//i0.hdslb.com/bfs/archive/1e70f11646624efe7735bc8bd730c2a0af978cf4.jpg,234917,11029,1779,65,3471,3203
562197,中国BOY超级大猩猩,884784,中国BOY【病房2】试玩 确定这是恐怖游戏？,1387883917,31:36,//i1.hdslb.com/bfs/archive/3a95b1b202657b46fc60293bd8a36dbd74037ec8.jpg,32936,724,116,121,45,124
37090048,哔哩哔哩创作中心,41484871,【激励计划1周年】UP主用激励金付房租、买猫粮、定制粉丝福利……创作君馋哭了！,1548235979,05:47,//i2.hdslb.com/bfs/archive/c1db725ee23a87186cc4266ad5c5352cb8adfdc6.jpg,222320,1100,1281,4961,950,930
43536,黑桐谷歌,8995016,黑桐谷歌【仁王】12 秽土之城,1488731259,25:10,//i0.hdslb.com/bfs/archive/4b9bcd78c87e4f7371ba06671adc97743ec61782.jpg,175318,2253,415,144,1736,694
927587,木鱼水心,5046284,【木鱼微剧场】76届奥斯卡最佳动画长片《海底总动员》,1466502028,06:42,//i0.hdslb.com/bfs/archive/14bb07eed5e6fa1f9f26f40ab993739294ebb7ea.jpg,114219,482,195,242,602,885
1643718,山下智博,6094868,【绅士大概一分钟】③三河不好好做特效了，宫崎也不好好做料理了！,1472608330,04:35,//i2.hdslb.com/bfs/archive/b714afb8c0216452d94577750372b4e588035669.jpg,340572,3068,960,142,1619,650
43536,黑桐谷歌,524354,黑桐谷歌【战神升天视频攻略】04,1365044013,29:35,//i0.hdslb.com/bfs/archive/936ad8becc1a50bdee7f5801f9ce3922f8d09370.jpg,74508,3584,108,23,48,135
10462362,天天卡牌,27525615,炉石传说：【天天素材库】 第105期,1532331284,08:06,//i0.hdslb.com/bfs/archive/85d70c0b772c6edc6732a5119ceae7398e9828b2.jpg,1208895,5234,1525,5597,7827,638
1532165,papi酱,24887600,papi酱的吸猫放送——如果面试官和各种职业混搭会是什么样的呢？,1528974515,05:19,//i2.hdslb.com/bfs/archive/47775725e57551b43cf43f38fbc6e90eecaf9c6e.jpg,1848827,14149,3523,36923,31779,9703
2403047,嘟督不噶油,43565780,【嘟督咆哮解说】《生化危机2：最惨新人被咬记》第二话,1550153014,12:18,//i0.hdslb.com/bfs/archive/270ebe6e90ce69d48cec4d2c9d9172db48ec14b1.jpg,1059476,12686,2902,86619,92204,55099
168598,逍遥散人,46973568,【散人】贪到石乐志！随机洞窟探险的傻傻实况,1553256025,27:13,//i2.hdslb.com/bfs/archive/1da828265636c86e091b1fff187eab979d8f7c40.jpg,202626,2397,980,12066,6276,2642
1643718,山下智博,1474650,【山下新节目】绅士旅游01 -札幌 和 富山-,1409210364,13:59,//i1.hdslb.com/bfs/archive/466a49538bdf2b2df5c68b3e4dab206cf8d987b6.jpg,83060,2486,214,25,231,315
1532165,papi酱,16941391,想让12星座和平共处？你在逗我？,1512382844,04:52,//i2.hdslb.com/bfs/archive/19815f660ae8b4a3201843a26497aa8800b195c2.jpg,2214958,47554,18459,28367,34989,21828
168598,逍遥散人,2375785,DC漫改大电影 与狼同行 一起来童话镇探险吧(完结),1432874626,455:21,//i1.hdslb.com/bfs/archive/d635d252cc88a0e1bcbdc0a6741657d1fc35b8e3.jpg
808171,吃素的狮子,7323682, 【诸葛/司徒/葛平】东汉末年分三国,1480510683,03:26,//i2.hdslb.com/bfs/archive/5165e417d78f4d2ffb4ae0193f7cd0421c7f9baa.jpg,138974,1315,1311,40,2973,1764
546195,老番茄,15958205,【老番茄】逃离公司！社畜大冒险！,1509696042,10:11,//i2.hdslb.com/bfs/archive/07d3a86d10078de93856b82d9922aefc717f19b8.jpg,952528,5529,1915,14096,35676,10577
1532165,papi酱,5013532,papi酱的不定期更新日常,1466247228,01:28,//i1.hdslb.com/bfs/archive/2e8992db62d464f97039d9382e4c6248ab215c17.jpg,937664,1700,1795,623,3202,1960
1643718,山下智博,12599446,【非洲山下的雷雨烟花大会】烟花很美，但真的开始打雷了怎么办2333【绅士一分钟】,1501156803,09:20,//i0.hdslb.com/bfs/archive/a6710bb2369d75bc0a379899aa508a21b4b405cc.jpg,231237,12746,2672,376,6921,1582
3380239,神奇的老皮,24936737,【真人版DNF】蓝拳vs卢克！,1529114427,01:57,//i0.hdslb.com/bfs/archive/e9b956f2512a14f14b885b12c3b97500357a55e5.jpg,908530,1165,1165,10231,15188,4277
1643718,山下智博,5980165,【绅士大概一分钟】③网红不是你想做，想做就能做，西瓜蛋糕也一样,1472003106,04:09,//i0.hdslb.com/bfs/archive/132a09f29cc0bd38e5744ac8d04dac2e5ee5a891.jpg,421998,3293,1353,207,1938,937
562197,中国BOY超级大猩猩,6586427,Pewdiepie tuber simulator丨主播已成副业 买家具才是重头,1475838216,16:02,//i2.hdslb.com/bfs/archive/6ff7c13429b5e3e601f75ef740736b2438932314.jpg,363253,4014,2148,379,2286,1178
7487399,努力的Lorre,36995668,死侍/屠杀/灭霸大混战《毒液宇宙》大结局？,1543485642,07:43,//i1.hdslb.com/bfs/archive/dc9953a9d59dfa6930e04e64a92622d89c6268c5.jpg,1012069,2873,3640,31442,33869,11142
562197,中国BOY超级大猩猩,27460035,在5分钟内要做20多碗拉面？！疯了吧（VR游戏）,1532249649,09:56,//i1.hdslb.com/bfs/archive/784e741eaefe2b569be01136e3057ddc42aeed8f.jpg,960736,7932,2894,21792,20605,4766
1643718,山下智博,13516975,【火影忍者】山下挑战忍术绕口令！naruto看了就哭【绅士一分钟】,1503059455,05:02,//i1.hdslb.com/bfs/archive/1205e87feb517a8255038139a9ef462cd953fd38.png,324537,5058,2693,438,9834,1454
562197,中国BOY超级大猩猩,3178585,车祸英雄EP3丨一个天大的FLAG！,1446815493,23:00,//i1.hdslb.com/bfs/archive/89bfcde44c0cfe1f852809d88445ae34c731f91e.jpg,97881,1459,157,126,227,409
562197,中国BOY超级大猩猩,8290325,在游戏中给自己设置困难！,1485704622,12:33,//i0.hdslb.com/bfs/archive/8a7b490cbc75b90215a15230779d0ed51330831b.png,657600,10802,3583,375,6127,1613
43536,黑桐谷歌,852064,黑桐谷歌【COD GHOST中文字幕视频攻略解说】06联邦节,1385554418,18:07,//i0.hdslb.com/bfs/archive/705a2208cf45665bc8524db3b049dfc81b31fbc1.jpg,29412,1262,75,3,64,65
10462362,天天卡牌,36454978,【天天吃鸡】第43期 反复横跳 绝地坂本天秀萌新小队,1542799853,12:35,//i1.hdslb.com/bfs/archive/6f3faebb4628ee76f1e9df8920d22d9cf36d2d62.jpg,549508,3113,612,14743,18883,4505
1532165,papi酱,8175634,papi酱致某些讨人厌的亲戚,1485165662,04:46,//i0.hdslb.com/bfs/archive/83c68f6b8e399ef939ba515bbc152d210d981279.jpg,2780770,32508,9121,11545,80235,33313
168598,逍遥散人,983162,2014闲聊之视频篇,1393307619,64:42,//i0.hdslb.com/bfs/archive/706267c49686a09aebf8ff142bcf8043ab024e9e.jpg,228113,17950,1436,224,2214,2655
1643718,山下智博,16154752,三河给你讲个恐怖故事，考验你汉语听力的时候到了【绅士一分钟】,1510198466,06:41,//i0.hdslb.com/bfs/archive/4b29143b535dd8a097d9b41ce72a35292b6e5fae.png,224636,6575,1417,2399,4778,1430
433351,EdmundDZhang,23544095,【老E】比魂斗罗还要难10倍的游戏！,1526533803,11:38,//i0.hdslb.com/bfs/archive/52c906de3e2f5d3f7f6fbc7b04f029f82c8720c9.jpg,1151085,4870,2620,17739,51577,10981
4162287,渗透之C君,11583690,【C菌】任天堂全球唯一旗舰店! 【旅游小电影: 纽约(第二集)】,1498286707,18:23,//i2.hdslb.com/bfs/archive/37d49c9ae44ca553b7a8f325b7c2d60fab7aea1b.jpg,498020,19539,3774,1529,33254,6393
10462362,天天卡牌,4112453,【黄金时刻】炉石传说黄金公开赛广州站精彩集锦,1458131086,11:07,//i2.hdslb.com/bfs/archive/2237fbb3e129ca55955fa8d2ad492935a65f5994.jpg,364671,2114,500,13,1221,372
777536,LexBurner,14631076,【Lex】老蕾同志教你打王八拳,1505889600,15:49,//i1.hdslb.com/bfs/archive/6e9c28c9b96b8037626a8a750658c1bdc225215f.jpg,337802,1669,1828,1879,3405,707
123938419,嘻咦啊看,37356097,【嘻咦啊看】你偷看过别人的日记吗？,1543845484,20:38,//i0.hdslb.com/bfs/archive/0b3ab031ec8fed08859cdd4c42ed60cabd8a4d86.jpg,1225259,15540,4922,42610,60241,10965
7487399,努力的Lorre,10174694,DC排名第一的漫画《守望者》导读,1493447681,06:25,//i1.hdslb.com/bfs/archive/3bc02088d936b8e7849d233ed442704414c4a858.jpg,634811,2655,2132,2962,6268,10680
808171,吃素的狮子,14221476,新日暮里？！一个充满了神秘哲学的圣地？？【梗百科10】,1504691283,07:11,//i0.hdslb.com/bfs/archive/aa8b8faa43e7ec3f2a161e6c73934a6f89a402f0.jpg,450482,4115,1533,2064,12307,8618
168598,逍遥散人,2048097,【散人】孔明的陷阱 I wanna be the retro(P4),1424918563,41:44,//i0.hdslb.com/bfs/archive/af0fe110e6baccff7cf843675160503ad9939250.jpg,310040,16010,861,275,1517,1652
777536,LexBurner,32588145,【Lex】史上最沙雕恋爱动画，结婚多年妻子竟不让亲嘴？背后的真相居然如此恐怖！,1538054135,17:11,//i2.hdslb.com/bfs/archive/3d3f11c4d11d909bb42b88a9ca91d315f8dd3d19.jpg,2218800,50472,5994,54666,55939,17791
423895,怕上火暴王老菊,4473028,王老菊的新黑魂之旅13：跌落神坛的太阳之王,1461621948,74:00,//i1.hdslb.com/bfs/archive/669c3249c71e632a58cc814033a4d3a0fd65f415.jpg,491318,12551,1458,432,4618,2128
927587,木鱼水心,3571895,【星球大战7】【木鱼三分钟影评】——我知道评或不评你都会去看的,1452658539,03:08,//i2.hdslb.com/bfs/archive/018380f331138210817fa00a9c9579617a017e69.jpg,86068,318,271,79,303,466
1643718,山下智博,8863748,【Q君PLAYPLAY】断臂三河与平胸人妻在漆黑小屋里大战三百个回合！,1488164223,26:05,//i2.hdslb.com/bfs/archive/ed6ca201c7d95935e397d359865f22f8174ea727.jpg,243689,4227,618,126,1989,842
1643718,山下智博,3489974,【绅士大概一分钟】⑤绅士新年许愿别报警,1451603153,03:19,//i1.hdslb.com/bfs/archive/ba3a06f6241699269b768063e323b07e6c069a13.jpg,240876,14572,1304,16,1912,459
10462362,天天卡牌,20906426,【煮鸡时刻】第36期 赌博是充满祸水的深渊,1521345910,10:00,//i1.hdslb.com/bfs/archive/3fa6ce18b787d6a2057c614416d0d330d6131fe2.jpg,736155,3526,1030,2578,6914,851
546195,老番茄,21578188,【老番茄】火星语吃鸡！RAP竟起源于中国？,1522836057,07:36,//i2.hdslb.com/bfs/archive/1b7a2de59ced8e2282fe96ec1586a9fa12565e89.jpg,1593017,9686,3449,35509,79410,41252
433351,EdmundDZhang,23937509,【老E】孤独一人直面5年前自己最害怕的游戏 然而......,1527301817,15:27,//i1.hdslb.com/bfs/archive/61774e86c709fefffdf07b1dab133d1ae2fcbbc9.jpg,1314329,11431,3553,18841,44994,11624
250858633,华农兄弟,42516994,华农兄弟：去兄弟家抓竹鼠，有一只超凶，费了好大的功夫才抓出来,1549258228,03:54,//i2.hdslb.com/bfs/archive/0e86e42c389f1e8389586fd98bd8970ee92f6135.jpg,1121554,7629,3366,41474,14518,2691
4162287,渗透之C君,1245343,吓！裂！肾！大片级实况【死魂曲: 新解】P3补上神曲【第6-7章+Friend】,1404191146,98:04,//i0.hdslb.com/bfs/archive/6a4124c1b9e71676684a20d65137bf22e53ee57d.jpg,286779,21757,696,336,2867,1283
927587,木鱼水心,24674804,【木鱼微剧场】《旺角卡门》不一样的黑帮电影，王家卫导演处女作,1528650289,20:51,//i1.hdslb.com/bfs/archive/a7c679d484edd5f4f8d5d82b4b3912ae16bbf91a.jpg,915851,5368,1994,13261,14751,4291
43536,黑桐谷歌,2080912,黑桐谷歌【神秘海域3德雷克的谎言】第七集 惨烈超难视频攻略,1425624817,72:00,//i0.hdslb.com/bfs/archive/c2a1d9e38faca11bbf5c2220b52a984637cf4d91.jpg,138320,7158,564,52,824,409
927587,木鱼水心,15908965,【木鱼微剧场】《射雕英雄传》（P1）风雪夜的惊变与二十年的赌约,1509469541,25:11,//i0.hdslb.com/bfs/archive/9f3e4969deab5b492786ad885403f4a3d783454f.jpg,442987,5542,1857,2299,7610,1966
423895,怕上火暴王老菊,4047012,王老菊教你超级性感,1457430046,42:31,//i2.hdslb.com/bfs/archive/dbf68962bf3e48d7d660793387e932b67e295482.jpg,635817,8770,2378,184,4106,2422
423895,怕上火暴王老菊,2146490,王老菊的血源之旅01：启程~太阳骑士的爆蛋之旅,1427335064,80:00,//i1.hdslb.com/bfs/archive/7966571d46cc75fe42e63a478c44e01f89c4ce10.jpg,1394670,31020,1419,1495,4455,8906
10462362,天天卡牌,17809812,【煮鸡时刻】第27期 娱乐主播翻身记,1514705537,07:59,//i1.hdslb.com/bfs/archive/75e7c9aea984848e3bf99ec16512e9d4b53d34cb.jpg,762869,11465,1975,1783,6749,761
808171,吃素的狮子,18792835,【网络观察室10】不结婚！不买房！暴打美帝野心狼！,1517039353,29:50,//i2.hdslb.com/bfs/archive/5614ffbecbf8dbae24082275ab24f8f517a69184.jpg,484172,15766,4475,17031,52601,17932
927587,木鱼水心,20775331,【木鱼微剧场】《星际争霸2：虚空之遗》（上）En taro Zeratul！,1521039046,20:33,//i0.hdslb.com/bfs/archive/400794590ef757a085dbbe27cd5121c0d53d1ff4.jpg,405451,3911,1425,4531,8661,2885
1643718,山下智博,5046482,【宫爆鸡丁】翻唱《红日》6/7直播回放,1466503035,04:20,//i0.hdslb.com/bfs/archive/dd0c61e8a660d9cbc938a8e430ecb9cc1f2429f3.jpg,408333,6389,3259,237,17128,6297
168598,逍遥散人,393383,[散人]I wanna ?(????)? 实况,1352782354,54:50,//i1.hdslb.com/bfs/archive/b2e0904412b208ed7a540595f66e37e76e397277.jpg,174241,18309,229,244,583,1216
927587,木鱼水心,4522212,【北京遇上西雅图之不二情书】木鱼三分钟影评——在不相信爱的世界中让人相信爱的故事,1462079966,07:04,//i0.hdslb.com/bfs/archive/aa8f2f2a48c03f72acb05565bd6aef82f4733a48.jpg,129472,646,406,71,1477,1133
433351,EdmundDZhang,622763,老E和小伙伴们都摔成狗了！,1372445760,11:01,//i0.hdslb.com/bfs/archive/4ab11eb46ac8df10c4394645f94524e2906a9205.jpg,638446,7546,549,188,946,869
546195,老番茄,3653781,【老番茄】白垩纪菲尔普斯（中）,1453621843,10:29,//i2.hdslb.com/bfs/archive/0ddc1126e14fa65556c36f83a63b5df140c0ad5f.jpg,770002,9765,2292,982,10206,3101
777536,LexBurner,12173338,【Lex】万恶之源！传说中被称作名作之壁的动画！,1500019228,16:33,//i2.hdslb.com/bfs/archive/d4aad237ce5a9df9a8e5fc8e96a78c3272cc67bd.jpg,2214784,43318,16573,4520,72859,62144
808171,吃素的狮子,17482158,两位老年UP回忆童年，雪人兄弟背后的故事到底是什么？,1513861047,11:41,//i0.hdslb.com/bfs/archive/194daae4d42fef70b0bf030dc78331d1171c0363.jpg,239037,1966,1284,3606,3537,1926
1643718,山下智博,5423349,【名侦探柯南】名侦探山下＆Q君的密室推理,1469066083,12:32,//i1.hdslb.com/bfs/archive/a5569af7a5e3d1783c7e8b381948c43b3915746f.jpg,299883,6413,1107,57,1539,845
946974,影视飓风,31670601,能放进口袋的性能怪兽——索尼RX100VI 黑卡6,1536868988,08:00,//i2.hdslb.com/bfs/archive/dbf7e9dfdec36febbfd3d204aad6558b86482616.jpg,103525,831,284,1064,1008,600
927587,木鱼水心,12615787,【木鱼微剧场】《Legal High/胜者即是正义》（P11）动画导演的秘密与世界遗产之争,1501070896,17:46,//i1.hdslb.com/bfs/archive/b6205166530ac8fd39362711b703f2417f8b8aa4.jpg,498497,4368,1556,1093,6135,2517
562197,中国BOY超级大猩猩,3309726,圣诞节购物模拟器2丨黑色星期五买东西都不用付账了？！,1448898191,21:34,//i1.hdslb.com/bfs/archive/994b74d6268d9b0f14887fa9abb6b9fc7ab4753a.jpg,188784,2018,317,420,340,861
585267,纯黑-克劳狄乌斯,835746,纯黑《刺客信条4：黑旗》100%同步视频攻略解说 第五期 中文剧情,1384442622,38:44,//i1.hdslb.com/bfs/archive/806115168f38739fb4f8fbefe20b056cc21cd301.jpg,312216,10865,286,318,794,1463
927587,木鱼水心,35701391,【木鱼微剧场】《超人：钢铁之躯》DC扩展宇宙电影系列,1541856935,23:25,//i2.hdslb.com/bfs/archive/a14df3c6df1f49b6f768b90b06c8219f8054f272.jpg,556119,5229,2257,10284,7964,2749
1643718,山下智博,35046052,鸡脖视频不好玩！成员挑战制作视频！？【绅士一分钟】,1541046325,09:35,//i1.hdslb.com/bfs/archive/15203951aaffe0322fd89b29ff6e6c7c87cf64c2.jpg,139704,2603,632,5425,2288,548
927587,木鱼水心,43581995,【木鱼微剧场】周杰伦导演处女作《不能说的秘密》情人节快乐,1550160431,28:19,//i1.hdslb.com/bfs/archive/fe14309a676b5bfb842c1ff10937ebe22c30d698.jpg,581157,10354,3931,29774,29930,10770
946974,影视飓风,28459265,收音？我为什么选择用录机,1533311612,05:30,//i0.hdslb.com/bfs/archive/d1542ea8f06cc851ae7220f641a3a1bd6449dfe3.jpg,47865,346,202,699,632,501
10462362,天天卡牌,15335519,【逗鱼时刻】第128期 我的奥秘你猜不透,1507824857,13:18,//i2.hdslb.com/bfs/archive/4506510459addb5bb2f16e9ad98da04ca350c302.jpg,1358909,11779,2472,1967,17393,1116
562197,中国BOY超级大猩猩,9551908,Totally Accurate Battle Zombielator(全面僵尸感染)丨我这一年的BUG体质已经被透支了,1491130045,14:36,//i2.hdslb.com/bfs/archive/3b25cd5262b1be0c7c1dbbe849bffaff5440fe46.jpg,675028,11369,2814,1276,5223,2781
562197,中国BOY超级大猩猩,671933,【中国BOY大基佬】跟着一群老外去抢劫,1374900474,17:58,//i1.hdslb.com/bfs/archive/f435f238a8c712084124794a873f510460370920.jpg,13779,172,41,35,42,43
423895,怕上火暴王老菊,2506910,菊嫂带我玩天刀,1435650038,58:37,//i2.hdslb.com/bfs/archive/54aa5018d7bf6d4958326af07230f44998d582c9.jpg,764223,31116,1831,110,817,2015
808171,吃素的狮子,17301936,【网络观察室07】卢本伟无罪！李艺彤有理！,1513398650,34:35,//i1.hdslb.com/bfs/archive/b5705afca9d42f5f437280f337064ee101241f9b.jpg,644681,21885,6319,16929,68088,32847
546195,老番茄,3768448,【老番茄】决战石英高原！赵赵的奇幻之旅！大结局,1454732568,25:54,//i0.hdslb.com/bfs/archive/94d6e099747f85f2fd88f45f77db90f2fbe5d912.jpg,1299492,32627,3838,3960,35664,9081
927587,木鱼水心,16941499,【木鱼说 45】十里桃花是假，送别情谊为真，一段李白和汪伦的故事,1512382457,10:12,//i1.hdslb.com/bfs/archive/061f94bb75caeb5b9dde42250ad94b49e37499d4.jpg,126571,2053,1093,1906,3404,1139
7349,STN工作室,23790032,【STN快报第二季22】你猜还有几年战网会成为COD的启动器？,1526993219,15:21,//i2.hdslb.com/bfs/archive/e820064754f3e3d07e5008fc63a1b95f97fd3152.jpg,495547,5321,2515,4756,16038,2154
562197,中国BOY超级大猩猩,16843196,达芬奇的秘密小屋（The House of DA VINCI）丨可以用这个透视镜来干羞羞的事情吗？,1512135603,26:51,//i1.hdslb.com/bfs/archive/10ba9d88e0b2562bfb517d5972af4fcd30b7d774.jpg,444501,7857,2760,5718,6294,2750
1643718,山下智博,14155878,【中国boy×山下智博】便利店游戏！新规则2V2团队战！结果还是丧心病狂【绅士一分钟】,1504495410,09:59,//i0.hdslb.com/bfs/archive/139eba5d0448114f5fb6529a66924f6db264bc7d.jpg,509906,8534,1762,949,10501,2226
1643718,山下智博,27459939,在BW整蛊众大佬up主？被安排的明明白白！【绅士一分钟】,1532257083,04:22,//i2.hdslb.com/bfs/archive/4bb4af396fd64dc524d72bf9811564b9a7b3798f.jpg,401304,2593,1272,10296,4357,1998
423895,怕上火暴王老菊,1900767,王老菊教你狂搓火球,1421559312,49:35,//i0.hdslb.com/bfs/archive/3694cad7e6de8bace67424f130016871a7b1e2fa.jpg,291723,4343,532,78,398,584
